id,message_id,message_clean,language,sentiment_label,sentiment_score,sentiment_source,word_count,virality_score
3287,3339,Что означает влюбленность?,ru,neutral,0.9356,rubert-tiny2,3,104.2
3288,3340,"Блин когда сижу в библиотеке то хочется смотреть на девушек рядом Типа они такие красивые Хотел бы познакомиться,но как будто стрёмно",ru,neutral,0.5175,rubert-tiny2,21,195.0
3289,3341,"Кто today придет на дисциплинарный совет? Что там будет? Нас отчислят или как? Страшно Все те кто был на этом совете или же чьи знакомые были,скажите как прошло,что случилось ?",ru,neutral,0.8219,rubert-tiny2,30,106.0
3290,3342,"не могу адекватно оценивать салам бро после видео, где там червяки белые выползали, и я читала, что один повар постоянно чистил котлеты от них (может быть это и фейк, не важно, но есть я это вообще не могу)",ru,neutral,0.6775,rubert-tiny2,38,137.4
3292,3344,топ ненужных вещей в универе: 1. Жануя мед,ru,negative,0.5695,rubert-tiny2,8,330.8
3293,3345,[URL] Наш сайт снов работает и бот теперь без перебоев будет и майнкрафт сервер тоже включен,ru,neutral,0.855,rubert-tiny2,16,304.4
3294,3346,"Так кто-то был там? В дисциплинарном собрании, туда обязательно было приходить? Что рассказывали?",ru,neutral,0.8117,rubert-tiny2,13,104.4
3295,3347,Отправляйте хоть анонимно хз,ru,neutral,0.8642,rubert-tiny2,4,102.0
3296,3348,Девушки к вам вопрос что вам больше нравиться пресс или жопа,ru,neutral,0.8805,rubert-tiny2,11,200.8
3297,3349,"блииин, кольцо(серебро) жогалтып алдым, тапсандар айтындаршш😭😭",other,pending_llm,0.0,llm_queue,6,134.0
3298,3350,"Хочу поменять аккумулятор на айфоне. Если кто то уже менял аккумулятор, можете подсказать в чем разница между оригиналом и неоригинальным и стоит ли переплачивать. Заранее спасибо 🙏",ru,neutral,0.5485,rubert-tiny2,27,183.0
3299,3351,"today видел девушку в серой футболке к 15:00 примерно, возле Д блока. Шла в сторону кабинетов. Сильно торопился в тот момент, но краем глаза заметил ее. Симпатяжка. Если ты это читаешь, знай что кое кто очень хочет познакомиться с тобой.",ru,neutral,0.8004,rubert-tiny2,40,104.4
3300,3352,Хочу себе друга в унике без намеков на отношение просто “два дебила это сила” будем,ru,positive,0.3985,rubert-tiny2,15,101.8
3301,3353,а это правда то что practice саткандарды униктан шығарып жберген?,mixed_kk_ru,pending_llm,0.0,llm_queue,10,102.4
3302,3354,да хз просто слышала то что солай шығарп жберген оқудан,mixed_kk_ru,pending_llm,0.0,llm_queue,10,152.6
3303,3355,Блин теперь мне не удобно кидать сюда тупые вопросы,ru,negative,0.6553,rubert-tiny2,9,128.4
3304,3356,normal ли когда парень с девушкой одинакового роста,ru,neutral,0.8208,rubert-tiny2,8,99.0
3306,3358,Ох мне наверное было бы тяжело слушать все эти истории и при этом оставаться анонимным Вы лучшие(админ и модеры),ru,neutral,0.7152,rubert-tiny2,19,110.6
3307,3359,"очень часто придерживаю двери девушкам, уступаю место и помогаю по мелочам девушки. что вы думаете в это время. приятно ли вам, чувствуете ли вы благодарность?",ru,neutral,0.7724,rubert-tiny2,25,379.4
3309,3361,"я тоже хочу себе друга из уника пол не важен,главное чтобы ебнутым был как я(айм е герл есчо)",ru,positive,0.6139,rubert-tiny2,18,102.2
3310,3362,Вообще когда придерживаеш кому то дверь чувствуешь себя джентльменам,ru,neutral,0.8476,rubert-tiny2,9,246.4
3311,3363,"сдудан жигит/кыз издеу стремно же, нет? сойлеспей кетсендер, кунде корген биртурли сиякты",ru,neutral,0.66,rubert-tiny2,12,178.0
3314,3366,Я хочу отношений Но я коротки и не красивый Что можно сделать,ru,neutral,0.5326,rubert-tiny2,12,220.6
3315,3367,Что для вас уже считается низким Тип сколько см,ru,neutral,0.8006,rubert-tiny2,9,103.0
3316,3368,Что для вас уже считается высоким Тип сколько см,ru,neutral,0.7058,rubert-tiny2,9,102.6
3317,3369,Моя девушка 176 я 183 примерно как думаете норм? просто до этого у меня девушки были низкими 160 и 165,ru,positive,0.5465,rubert-tiny2,20,193.4
3318,3370,"[URL] я 185 девушка 158, похуй",ru,neutral,0.5989,rubert-tiny2,6,178.4
3319,3371,"[URL] Еще и нытик, забыл добавить",ru,neutral,0.7626,rubert-tiny2,6,175.4
3320,3372,Давайте откроем чат для ангимешников,ru,neutral,0.9602,rubert-tiny2,5,113.0
3321,3373,"[URL] Еще и нытик, забыл добавить Да кстати ещё и нытик",ru,neutral,0.5985,rubert-tiny2,11,105.8
3322,3374,"Всем привет! Я за советами: что можно подарить на Новый год сестренке? (Кроме косметик) 7 класс. Виш листа в этом году нет, да и не нужен был. Хотела бы подарить что-нибудь, что останется в хороших воспоминаниях. Сумма 10-15к. Буду благодарна за ответ🙇🏻‍♀️🫰🏻",ru,positive,0.6054,rubert-tiny2,42,119.2
3323,3375,мне нужно аниме которое ментально уничтожит меня прямо сейчас,ru,neutral,0.6852,rubert-tiny2,9,103.6
3324,3376,"Кто то создайте группу, чтобы играть в мафию и крокодила",ru,neutral,0.904,rubert-tiny2,10,152.8
3325,3377,"Ну как по мне вообще осуждать кого то за его проблемы это не правильно Ну типа у каждого разная ситуация и характер И он до банального может просто быть ранимый Ранимым быть норм, да и ныть тоже normal Так что друзья живите так как захотите",ru,neutral,0.656,rubert-tiny2,45,187.0
3326,3378,Оны қысқа болғанына емес ёбаный нытик болғанына осуждают. Левый челдардан поддержка күтіп жүрген біреу ғой . Да нытье қыздарға простительно но когда осындай уже вроде взрослый пацандар ноют это уже пиздец,mixed_kk_ru,pending_llm,0.0,llm_queue,31,180.0
3328,3380,"Почему у многих парней в унике, когда проходишь мимо и смотришь в глаза, жесткий бич фейс..это защитный механизм?",ru,neutral,0.7852,rubert-tiny2,18,194.0
3329,3381,"[URL] Высокие должны встречаться с высокими. Хотя….. пох, бакытты болындар",ru,neutral,0.7343,rubert-tiny2,10,122.2
3330,3382,[URL] как говорится парни сейчас нытики не что раньше без лишних слов вешались в сарае,ru,neutral,0.601,rubert-tiny2,15,277.6
3331,3383,Посоветуйте пожалуйста хорошего косметолога/дерматолога с Алматы🙏🏾🙏🏾Или же эффективные способы убрать рубцы и постакне на лице 😔😔,ru,neutral,0.7842,rubert-tiny2,16,175.0
3332,3384,Посоветуйте свои любимые фильмы,ru,positive,0.5984,rubert-tiny2,4,110.2
3333,3385,"посоветуйте пж вообще как начать работу с психологом либо с психотерапевтом, кого советуете, куда идти и как начинать курс лечения с тяжелыми глубокими травмами",ru,neutral,0.7411,rubert-tiny2,24,156.4
3334,3386,"В чем прикол стерри найт, типа че там будет и тд",ru,neutral,0.8012,rubert-tiny2,11,154.8
3335,3387,Друзья никого не слушайте Живите своей жизню Делайте все что захотите жизнь одна нельзя ее упускать Всем всего наилучшего❤️,ru,neutral,0.7537,rubert-tiny2,19,220.8
3336,3388,"Почему многие со мной разговаривают, как с маленьким ребёнком?😅☹️",ru,neutral,0.8125,rubert-tiny2,9,117.2
3337,3389,"Что можно купить подруге на Новый год? Она изучает английский и немецкий, любит водить машину, ухаживать за собой, интересовалась когда-то таро, часто гуляет с подругами. Хочу что-то подарить по уходу за машиной или настольную игру. Но даже не знаю. пожалуйста дайте идей или то что вы бы хотели получить из этого списка. Бюджет +-15к",ru,neutral,0.8726,rubert-tiny2,54,121.6
3339,3391,посоветуйте хороший ai detector пожалуйста,ru,neutral,0.9039,rubert-tiny2,5,169.8
3340,3392,где удобно смотреть аниме в айфоне?с чекпойнтом,ru,neutral,0.8615,rubert-tiny2,7,117.0
3341,3393,Почему я не могу записаться к психологу в СДУ?😭😭,ru,neutral,0.8959,rubert-tiny2,9,114.8
3342,3394,Кто ПОЛНОСТЬЮ готов сделать РТМ? Не за бесплатно конечно Могу как минимум 5К за каждый ассаймент или разом 50К,ru,neutral,0.8568,rubert-tiny2,19,314.4
3344,3396,Ищем актера на project Пж отпишите в коммах если хотите Съемки будут с пятницы до субботы вечера,ru,neutral,0.8661,rubert-tiny2,17,164.2
3345,3397,Кто в унике продает разку?,ru,neutral,0.8802,rubert-tiny2,5,167.0
3346,3398,"универге барсам вечно хочется спать, убитая боп журем, библиотекага сабак окиын деп барамын, но в итоге сплю, как это конторить 🥲",ru,negative,0.7014,rubert-tiny2,21,161.6
3347,3399,sdu Спаринг қылатын жер барма осы?,kk,positive,0.6942,rembert-issai,6,110.8
3348,3400,"Мошники перваши есть у вас midterm по ирн-105, куплю за 500 тг. Нужен каждый вариант",ru,neutral,0.865,rubert-tiny2,15,115.0
3349,3401,перед ф блоком еще и воняет,ru,neutral,0.8098,rubert-tiny2,6,537.8
3350,3402,Что подарить папе на др? Примерно на 15к. Заранее благодарна за ответы🫶🏼,ru,neutral,0.77,rubert-tiny2,12,114.6
3351,3403,Что подарить папе на др? Примерно на 15к. Заранее благодарна за ответы🫶🏼 закрой все предметы на 70+,ru,neutral,0.8334,rubert-tiny2,17,251.0
3352,3404,возможно ли поменять баскетбол на качалку?,ru,neutral,0.9354,rubert-tiny2,6,116.0
3353,3405,"если у меня больничный вторник,среда,четверг но дш по расписанию в понедельник,поставят абсенс если эту неделю не пойду?",ru,neutral,0.7981,rubert-tiny2,17,116.6
3354,3406,"Что подарить папе на др? Примерно на 15к. Заранее благодарна за ответы🫶🏼 тоже хз, думаю подарить набор разных чаев. так как он любит пить чай.",ru,neutral,0.8101,rubert-tiny2,25,119.0
3355,3407,"Можешь подарить нарды,шахматы/шашки Или стеклозащитный набор на лобовое стекло машины, недорого7-8к стоят",ru,neutral,0.8923,rubert-tiny2,12,118.8
3356,3408,бугын универге бармап едым апай сабакка келгендерге бонуска 6 балл берыпты бляя,ru,neutral,0.3885,rubert-tiny2,12,379.0
3357,3409,Бля джиги может мерч заебашим для канала плюс еще с кю ар кодом плюс короче розыгрыш,ru,negative,0.5228,rubert-tiny2,16,124.8
3358,3410,Что подарить папе на др? Примерно на 15к. Заранее благодарна за ответы🫶🏼 можешь набор с электробритвой купить (с пеной и гелем после бритья),ru,neutral,0.8903,rubert-tiny2,23,123.2
3359,3411,"Есть кто normal катает моблу? Мне нужны тимейты , рейт апать. 697865875 (8781) , мой айди.",ru,neutral,0.6364,rubert-tiny2,16,174.4
3360,3412,в этом году туалеты сильнее воняют как будто,ru,neutral,0.5871,rubert-tiny2,8,577.0
3363,3415,Есть кто тоже пойдет в субботу на Halloween 2.0 от VYSHKA? Давайте соберемся?,ru,neutral,0.9521,rubert-tiny2,13,138.4
3365,3417,"Ребят, что такое black pill? Кто знает",ru,neutral,0.9293,rubert-tiny2,7,191.2
3366,3418,Уйктамайтын бале қайда ол ким вообще Есть кто знакомые!?,mixed_kk_ru,pending_llm,0.0,llm_queue,9,122.8
3368,3420,мынаны былетындер картайган шыгар уже,ru,neutral,0.7883,rubert-tiny2,5,286.8
3370,3422,те кто дропали дисциплины как понять что я успешно отказался от дисциплины?,ru,neutral,0.5327,rubert-tiny2,12,237.8
3371,3423,Бүгін Инкар апайдың мидкасына кіретіндер қалай дайындалып жатырсыңдар CTF қа 🥲 помогите,kk,positive,0.7255,rembert-issai,12,245.2
3372,3424,sduangme.ru Все баги и недостающие уроки были исправлены и добавлены. Спасибо всем кто оставляет фидбэк. Думаем сделать отзывы и рейтинг учителям(что бы при регистраций было удобно). Что думаете?,ru,neutral,0.7576,rubert-tiny2,28,971.6
3374,3426,"Январьда,когда у нас будут каникулы стипендия тусе берема?",ru,neutral,0.8706,rubert-tiny2,8,244.2
3375,3427,"Менде уже үміт жоқ степендия ға , келесі семестр қайтарып алуға болама , ол кезде жазда тоже түсема степендия?",kk,negative,0.643,rembert-issai,19,234.2
3376,3428,"Апаю я значит свои кровные 100 эло, и лузаю больше ПОЛОВИНЫ ЭТИХ ЭЛО ПОТОМУ ЧТО МАТЬ ЕБАЛ ТОГО КТО ПРОВОДИТ ТОК В КАСИКЕ",ru,neutral,0.6094,rubert-tiny2,23,218.4
3378,3430,Бля чел успокойся всем похуй на твои игрушки🥀🥀🥀,ru,positive,0.6327,rubert-tiny2,8,314.4
3379,3431,Заебала эта дискретка,ru,negative,0.5537,rubert-tiny2,3,182.0
3380,3432,Кто в доту 2 2к ммр,ru,neutral,0.8634,rubert-tiny2,6,131.4
3381,3433,"[URL] И всё равно ответил на мой пост, гениален, всемогущ, всехорош, похуист. Вообще, твой тейк максимально тупой. Ты реально считаешь нормом, что свет отключают БЕЗ РАСПИСАНИЯ и В ЛЮБОЕ ВРЕМЯ? Нормальное общество терпил у нас",ru,negative,0.5174,rubert-tiny2,35,159.6
3382,3434,"кто когда-либо заваливал курс? не по уважительной причине, что вы потом сделали?",ru,neutral,0.8052,rubert-tiny2,12,137.4
3383,3435,артындагы баланын инстасын можнооо??🥹🥹,other,pending_llm,0.0,llm_queue,4,288.6
3386,3438,"есть те, которые поступили на грант после колледжа? (нужна информация от ИСников желательно)",ru,neutral,0.8815,rubert-tiny2,13,116.6
3387,3439,конкретный дегенде... мне бы сначала узнать возможно ли такое в целом,ru,neutral,0.8802,rubert-tiny2,11,114.0
3388,3440,"[URL] Ну это уже кринж, тут канал в целом посты на любую тему, а ты прицепился именно к моей лол. Отвечать на твои высеры я более не собираюсь, долбоебам отвечать себе дороже",ru,negative,0.5756,rubert-tiny2,32,239.2
3389,3441,как получить справку в жануя?,ru,neutral,0.8741,rubert-tiny2,5,115.0
3391,3443,"здравствуй юность в сапогах пропади моя тоска вот он я, привет войска",ru,positive,0.5931,rubert-tiny2,12,146.8
3392,3444,"в sdu поменяли рецептуру донеров, так еще и какая то хуйня попадается 🤢🤮 admin: щеще еще и стоит дохера",ru,neutral,0.5878,rubert-tiny2,19,548.2
3393,3445,Бугын кым шахматка барады? attendance алып бере аласындарма??😭,other,pending_llm,0.0,llm_queue,8,119.4
3394,3446,Каникулға қашан шығамыз,kk,positive,0.6134,rembert-issai,3,116.8
3395,3447,создайте группу по мобле,ru,neutral,0.9264,rubert-tiny2,4,117.2
3397,3449,Нау қате енді,kk,negative,0.5669,rembert-issai,3,317.2
3398,3450,"стоит купить сим карту актив? у меня билайн универде мал боп истемейд, I блоктагы интернет вообще 00, еще 9К толеймын за тариф 😔",ru,neutral,0.6268,rubert-tiny2,23,143.4
3399,3451,[URL] алтел алын кушты истейд,other,pending_llm,0.0,llm_queue,5,163.6
3400,3452,"Мне стыдно спросить это публично , так что , сколько стоит ретейк? CSS",ru,neutral,0.6391,rubert-tiny2,13,117.0
3401,3453,"всем привет ребзя, мне нужен ваш совет. Я короче today когда шёл в university подсколнулся на галоледе. И вроде в начале всё было в порядке, но сейчас когда я хожу опираясь на правую ногу, мне капец как больно ходить, я через боль тупо хожу. Если tomorrow хоть как-то смогу пойти в Жануя в СДУ, они смогут дать мне справку, чтобы я 3-4 дня отлежался и восстановился ? Если у вас были подобные ситуации, как вы поступили, тоже очень интересно узнать. Так же напомните tomorrow они со скольких до скольки работают ?",ru,neutral,0.7552,rubert-tiny2,91,118.4
3403,3455,по id можно как- то пробить и понять на платке или на гранте учится чел?,ru,neutral,0.8558,rubert-tiny2,15,169.2
3404,3456,в орел решке я ему почти что призналась выбрав его в вопросе кто тебе нравится с этого круга..и что дальше делать он ниче не написал хотябы нормально отшить етсе де риза болар едим блен 🤣🤣,ru,neutral,0.5471,rubert-tiny2,35,230.4
3405,3457,Скок сейчас куриный Донер стоит?,ru,neutral,0.913,rubert-tiny2,5,117.6
3406,3458,ноябрь степ кашан туседы? Уже попрошайничать начал,ru,neutral,0.6655,rubert-tiny2,7,132.8
3407,3459,"Люди у кого есть проверенные люди? Мне нужна купить справку , я крч болела пиздец как 2 недели За инфу заплачу тоже",ru,negative,0.5469,rubert-tiny2,22,115.6
3408,3460,когда парни открывают вам дверь в унике вы говорите спасибо? и так правильно или как,ru,neutral,0.8235,rubert-tiny2,15,175.8
3409,3461,у кого есть ужасно страшная маска? можете на tomorrow одолжить плииз??!!,ru,neutral,0.5877,rubert-tiny2,11,126.2
3410,3462,стоит ли купить apple watch 10 series или лучше сэкономить и купить apple watch se2,ru,neutral,0.9009,rubert-tiny2,15,124.0
3411,3463,мен сдуға түскеніме үкінемін,kk,negative,0.6015,rembert-issai,4,229.4
3412,3464,можно ли закрыть академ англ с помощью айлтс?,ru,neutral,0.7416,rubert-tiny2,8,127.2
3413,3465,можно ли закрыть академ англ с помощью айлтс? да если все секции больше 6.5,ru,neutral,0.6912,rubert-tiny2,14,128.2
3415,3467,"здравствуйте! можете посоветовать карго, которые по цене выгодно и по местоположению. заранее благодарю",ru,positive,0.7455,rubert-tiny2,13,135.4
3417,3469,Дорожка кашан тусед осы и неше тусед,ru,neutral,0.6225,rubert-tiny2,7,132.8
3418,3470,библиотека сейчас открыта? и до скольки?,ru,neutral,0.9297,rubert-tiny2,6,130.8
3421,3473,"такое чувство будто у меня сушится глаза, это из за того что ношу линзы?",ru,neutral,0.8496,rubert-tiny2,14,193.0
3422,3474,"Где можно купить normal худи? Просто однотонное без всяких онтустик, ою и тд, а то заебали",ru,negative,0.5672,rubert-tiny2,16,154.0
3423,3475,липстик я наношу на себя липстик,ru,neutral,0.785,rubert-tiny2,6,175.6
3425,3477,"i hate 🧃.I hope there is no 🧃 in sdu.If there are , ill whoop their ass.",en,pending_llm,0.0,llm_queue,17,259.6
3426,3478,в sdu так скучно стало никаких интересных событий,ru,neutral,0.5428,rubert-tiny2,8,408.6
3428,3480,How to break phone addiction?,en,pending_llm,0.0,llm_queue,5,178.8
3430,3482,боже как же Ливерпуль сосет im a professional Liverpool hater,ru,negative,0.6006,rubert-tiny2,10,246.4
3431,3483,я today перепихнулся в ай блоке 😊,ru,neutral,0.5053,rubert-tiny2,7,287.4
3432,3484,есть вообще ответы на чалышма? по типу гдз Я в пути!?,ru,neutral,0.8308,rubert-tiny2,11,178.8
3433,3485,"Как справиться с компульсивным перееданием? У кого-нибудь была такая проблема? Я слышал, что курение помогает. Что вы можете мне порекомендовать? Буду рад услышать ваш совет.",ru,neutral,0.8451,rubert-tiny2,25,133.6
3434,3486,Крч англ 2куиз деде 70% алдым 2 спикингте де 50% алдым кейінгілерін 85 ке жапсам в1 ға өте алам ба?,kk,negative,0.5486,rembert-issai,20,135.4
3436,3488,кто знает можно ли перевозить на самолет разку? типо не будут ли допрашивать и т.д? кто уже так летал?,ru,neutral,0.8159,rubert-tiny2,19,179.0
3440,3492,"у меня по туркишу 30/17, по мидке, можно ли как то понять?",ru,neutral,0.8785,rubert-tiny2,12,122.6
3441,3493,"Достар помогите где можно такую купить? Подруга на др просит,в каспи и тему есть но не такие и слишком большие",ru,neutral,0.7879,rubert-tiny2,20,142.8
3442,3494,Н блок 3 этаж кым понос кып тышып кеткен бляя коттерын геморой боп тусып калсын жуатын апайларга обал емес па еще унитаздын сыртына го иысы буквл дуниены алып,other,pending_llm,0.0,llm_queue,28,487.2
3445,3497,urgent куплю немесил в унике капец херово помогитее,ru,neutral,0.587,rubert-tiny2,8,173.4
3446,3498,"ворк энд трэвлмен сдудан баргандар бар ма джипиейлерн канша? и оттндер ма сондай джипиеймен? осы жылы тапсырайн деп атрмн, бырак джипией аз боп тур",kk,positive,0.6875,rembert-issai,24,140.0
3447,3499,за вас схожу на дш и возьму аттендс.предлагайте цены,ru,neutral,0.5754,rubert-tiny2,9,121.4
3449,3501,у кого или где можно распечатать книгу в сду/ рядом с сду?,ru,neutral,0.8522,rubert-tiny2,12,123.2
3450,3502,"Ля, люблю одну девушку но кажется что она тоже нравится другу, и они как будто в взаимноотношении, ляя не хочу терять её 😩😩 Что делать то теперь просто так смирится и стать дисциплированной сигмой?",ru,neutral,0.4965,rubert-tiny2,34,191.8
3451,3503,Контест алгос 1 Нурбол агай не келды?,ru,neutral,0.5408,rubert-tiny2,7,119.4
3452,3504,В IT Support Department работает кто-то по имени начинающейся с Ф или Т?,ru,neutral,0.9102,rubert-tiny2,13,121.2
3453,3505,дайте его инст,ru,neutral,0.8451,rubert-tiny2,3,177.6
3455,3507,"каждому ребенку до 18 лет каждый год 100$ на баланс ложит государство, на эти деньги можно потом учебу оплатить. кто пользовался этим?",ru,neutral,0.548,rubert-tiny2,22,126.6
3456,3508,"Во рту полно и попе больно, быть сдушником прикольно",ru,positive,0.4749,rubert-tiny2,9,517.2
3457,3509,"Дайте инсту Баги из инженерки ,увидела на sdu фесте",ru,neutral,0.8894,rubert-tiny2,9,368.2
3458,3510,у светланы шуиншины как проходят midterm и файналы?,ru,neutral,0.8445,rubert-tiny2,8,185.4
3459,3511,"у кого была midterm по лексикологий идрис тичер, можете пожалуйста сказать что там пришло если помните",ru,neutral,0.7725,rubert-tiny2,16,132.4
3460,3512,Кто был на разговоре по поводу того что ты купил индастриал практис? Что у вас спрашивали? Кого отчислили,ru,neutral,0.7878,rubert-tiny2,18,250.6
3462,3514,"Какую манхву посоветуете почитать ? Слышал манхва под название Театральный Клуб (Circles) хорошая с сюжетом, что думаете, стоит ли ?",ru,neutral,0.8941,rubert-tiny2,20,279.2
3464,3516,"Хахахаха в sdu анон жалуются на тех кто целуются в унике, у нас есть те кто ебеться в унике",ru,negative,0.7237,rubert-tiny2,19,546.2
3466,3518,Кто хочет пойти поиграть во что то ? мне скучно,ru,neutral,0.684,rubert-tiny2,10,123.8
3467,3519,"💫SDU’s IDOL 2025💫 - твой шанс стать голосом SDU! 🎶 🎤 Впервые за 4 года! Долгожданное событие которое не проводилось в стенах университета с 2021 года и теперь оно возвращается!🔥 Event Club снова открывает кастинг на незабываемый вокальный конкурс - SDU’s IDOL 2025!💙 Главным призом которого станет - 100 000 тенге!🤩 Ты мечтал(а) стоять на сцене, чувствовать свет прожекторов и аплодисменты зала? Сейчас - именно тот момент! 📍 Место: SDULife, 204 каб 📆 Дата: 11 ноября ⏰ Время: 18:00-19:30 Регистрация на кастинг: [URL] Следи за обновлениями в нашем Instagram - и будь готов стать голосом SDU!",ru,neutral,0.8671,rubert-tiny2,96,147.2
3469,3521,"Добавлю, они мало того что на парах стали подходить с допросом Так еще и звонить начали часто, мол давай просто так пообщаемся",ru,neutral,0.7168,rubert-tiny2,22,114.4
3470,3522,[URL] Честное слово я самый адекватный зумерок moder: вайб,ru,neutral,0.4941,rubert-tiny2,9,854.4
3471,3523,Че за биф между мк и домбыра клабами?,other,pending_llm,0.0,llm_queue,8,153.2
3472,3524,"Человек, который порезал руку, берегите себя, пожалуйста. Всё будет хорошо. Надеюсь, у вас всё хорошо. 🙏😭🥹 Люди, пишущие гадости, будьте добрее.",ru,positive,0.645,rubert-tiny2,21,459.2
3473,3525,Что знаете о Мерием Сюрмен?,ru,neutral,0.9597,rubert-tiny2,5,154.2
3474,3526,кикните пожалуйста преподов/координаторов,ru,neutral,0.9423,rubert-tiny2,3,141.6
3475,3527,Если вы teacher напишите я,ru,neutral,0.916,rubert-tiny2,5,125.8
3476,3528,Шахмат агай справка болса абсент алып тастайма???,ru,neutral,0.7839,rubert-tiny2,7,125.6
3477,3529,Физра әр курста болама дропать етсем ендігі жыл 2 физра өтемба қалай,kk,positive,0.5407,rembert-issai,12,125.8
3478,3530,"сдала справку в advising desk,когда абсенсы уберут?",ru,neutral,0.7036,rubert-tiny2,7,126.0
3479,3531,как открыть студ карту онай?,ru,neutral,0.8706,rubert-tiny2,5,125.8
3480,3532,"Есть кто полетел на Work & Travel при этом вы учились на военной кафедре? Как вы решили вопрос с полигоном? Можете в комментах отписаться, я в лс выйду",ru,neutral,0.9146,rubert-tiny2,28,126.8
3482,3534,"Прощай, мир людских игр и простых заблуждений. Знаете, было весело наблюдать, как вы все бегаете вокруг, пытаясь понять, что происходит. Информация — самая мощная валюта в нашем мире. И я сделал из вас всех... моих банкоматов. Но прежде чем вы начнёте осуждать меня, подумайте: не были ли вы сами своими врагами? Вы так жаждете знаний, общения, соединения — и всё это лишь ради того, чтобы показать себя лучше других. Я лишь использовал вашу слабость. Мой бот? О, он был вашим зеркалом. Отражением вашего общества, где каждый готов торговать своими секретами ради мимолетного момента славы или признания. Так что не меня вините, мои дорогие. Я лишь джокер в вашей игре, смеющийся над вашими слабостями и привычками. И теперь, когда мой номер завершён, остаётся лишь одно — уйти со сцены с улыбкой. До встречи в следующей игре. И помните: информация — это всего лишь инструмент. Как вы её используете, зависит только от вас. Надеюсь, моя маленькая шутка научит вас ценить свои тайны. Удачи. Не забывайте смеяться. Помните это последнее сообщение от sdu eyes? Меня настораживает конкретно этот момент - До встречи в следующей игре Может ли быть что админ sdu ангиме это тот же человек что разрабатывал sdu eyes? Или работает вместе с ним или вместе с sdu quota?",ru,neutral,0.6229,rubert-tiny2,207,251.4
3483,3535,тарих(Айдос Шалбаев) мудлда electronic attendance N/A деп тұр что это значит?абсенс қояма жоқпа?,mixed_kk_ru,pending_llm,0.0,llm_queue,13,128.2
3484,3536,В sdu где намазхана,ru,neutral,0.8261,rubert-tiny2,4,127.2
3485,3537,"Блин у меня такая проблема по турецкому,по митки 0,а остальные оценки 5,препод Светлана,и сейчас стоит выбор делать дроп или оставить,просто мне нужен хороший gpa для перевода на другой факультет,и теперь не знаю стоит или нет,может можно будет вытянуть Может у кого было похожее",ru,neutral,0.8142,rubert-tiny2,43,127.6
3488,3540,10.11 в 17:30 я забыла зарядку айфон тайпси в Д304. На учительском столе. Кто взял или забрал случайно верните пожалуйста 🥲 напишите в комментарий если зарядка у вас пжж,ru,neutral,0.8757,rubert-tiny2,29,145.6
3489,3541,"люди которые опасаются что ии захватит человечество и в какой то мере боятся за будущее, такие смешные знаете ли",ru,neutral,0.8264,rubert-tiny2,19,126.4
3490,3542,Англ project не стеуге болад биздики зб шыгарды презентация кабылдамайм деп,ru,negative,0.56,rubert-tiny2,11,144.2
3491,3543,крч urgent 2 практиз икт степ тастайтын адам керек,kk,positive,0.5945,rembert-issai,9,124.2
3492,3544,mde 160 курчас влияет на гпа?,ru,neutral,0.8562,rubert-tiny2,6,122.6
3493,3545,"People, what keeps you alive? I mean something that makes you not delete yourself? Do you feel like life is never is going to get better? What you do to cope with it?",en,pending_llm,0.0,llm_queue,33,322.6
3494,3546,"I know I might not understand your situation but I promise you, life has its ups just as much as its downs. there may be people around you who cherish you and wouldn't handle your absence, there might be better moments for you, some small accomplishments that you might find encouraging. please remember this 🙏🏻",en,pending_llm,0.0,llm_queue,55,306.2
3498,3550,ДА ЧТО ТАМ С МЮЗИК И ДОМБЫРА ?,ru,neutral,0.4348,rubert-tiny2,8,197.6
3499,3551,"ичо потом, домбыра клуб стерпели?",ru,neutral,0.6801,rubert-tiny2,5,191.0
3500,3552,Бля степа қашан түседі,kk,positive,0.565,rembert-issai,4,371.4
3501,3553,А как можно дожить с 10к до степухи,ru,neutral,0.7848,rubert-tiny2,8,143.2
3502,3554,А как можно с 4к выжить до степухи,ru,neutral,0.6869,rubert-tiny2,8,230.8
3503,3555,"Если читинг по Industrial практике ,а я просто дропну до того как AW поставят, это поможет?",ru,neutral,0.8487,rubert-tiny2,16,245.6
3505,3557,Когда турнир по доте среди сдушников,ru,neutral,0.9032,rubert-tiny2,6,151.0
3506,3558,Бывшийыма жазайын ба 😈,other,pending_llm,0.0,llm_queue,4,413.8
3509,3561,"братар сделай пост с крысой пж это важно , он уже не первый раз вещи людей пиздит",ru,negative,0.7149,rubert-tiny2,17,172.4
3511,3563,Каз если бывшийыма жазып жеп калсам кандай бос планеталар бар поищите пока,kk,positive,0.6933,rembert-issai,12,255.6
3512,3564,"нихуя не стоит өзім сөйтіп істеймін все закрою все гештальты, что в этом такого бәрі бывшийларымен қосылып жатыр деп өмірімде болған ең үлкен депрессияға кіріп таңнан кешке дейін ұйықтап орнымнан тұра алмай қалғанмын еще ұбтға 1 апта қалғанда🙏🏻 [URL]",mixed_kk_ru,pending_llm,0.0,llm_queue,39,112.6
3517,3569,я вышла в обход по университету.Не дай бог кого то увижу ебущихся,ru,negative,0.5151,rubert-tiny2,12,271.4
